ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：煎汤，3～6g；研末或炖肉。外用：捣敷或研末敷。,本品根茎细长。茎圆柱形或具纵棱，长10～30cm。叶基生，长卵圆形或近圆形，长2～8cm，暗绿色或紫褐色，先端圆或稍尖，全缘或有稀疏的小锯齿，边缘略反卷，上表面有时沿脉具白色的斑纹，下表面有时具白粉。总状花序有花4～10余朵；花半下垂，萼片5，舌形或卵状长圆形；花瓣5，早落，雄蕊10，花药基部有小角，顶孔开裂，花柱外露，有环状突起的柱头盘。蒴果扁球形，直径7～10mm，5纵裂，裂瓣边缘有蛛丝状毛。气微，味淡、微苦。,温；甘、苦；归肝、肾经,祛风湿，强筋骨，止血。用于风湿痹痛，腰膝无力，月经过多，久咳劳嗽。,Herba Pyrolae,全草,鹿衔草,全草,鹿蹄草、小秦王草、秦王试剑草、破血丹、鹿含草,LU XIAN CAO,,11～12月间采挖。全年均可采挖。,浙江、安徽、贵州、陕西,孕妇及内有湿热者慎服。,祛风湿药
《神农本草经》,内服：煎汤，3～6g。外用：捣敷或捣汁涂。,干燥的鳞茎，呈卵圆形或圆锥形，高约0.7～1.5cm，直径约0.5～1cm。底部圆而凹陷，有根痕，上端急尖，一侧有纵沟自基部伸向顶端。表面黄白色，光滑。质硬而脆，横断面黄白色，粉质。无香气，味淡。,寒；甘；归肺、肝经；有小毒,散结，化瘀。治咽喉肿痛，瘰疬，痈疽，疮肿，产后淤滞。,Bulbus Tulipae,鳞茎,光慈菇,鳞茎,山慈姑、老鸦头、棉花包、毛地梨,GUANG CI GU,,春、秋、冬三季均可采收。挖取鳞茎，洗净，除去须根及外皮，晒干。,安徽、河南、江苏、云南、山西,,其他
《神农本草经》,内服：煎汤（纱布包煎），3～6g。,本品成长方形块状，长约3.5cm，宽约2cm，厚约1cm。质硬，色白。上面印有品名，底面平滑。,平；苦、辛；归肺、脾、大肠经,化痰止咳，消食宽中。用于咳逆、食积，泄泻。,,加工品,半夏曲,加工品,,BAN XIA QU,,全年均可制作。用生半夏、面粉、生姜等经加工而成。,四川、湖北、江苏,内热烦渴者慎服。,化痰止咳平喘药
《神农本草经》,外用：适量，研末调敷或掺膏药内贴患处。内服：0.015～0.03g，多入丸散用。,本品呈扁圆形块状或片状。棕褐色或红棕色。团块状者质坚，不易折断，断面棕褐色，角质状，微有光泽；片状者质脆，易碎，断面红棕色，半透明。气微腥，味初甜而后有持久的麻辣感，粉末嗅之作嚏。,温；辛；归心经；有毒,解毒，止痛，开窍醒脾。用于痈疽疔疮，咽喉肿痛，中暑神昏，腹痛吐泻。,Venenum Bufonis,耳后腺及皮肤腺分泌的白色浆液,蟾酥,耳后腺及皮肤腺分泌的白色浆液,蟾蜍眉脂、蛤蟆浆,CHAN SU,,多于夏、秋二季捕捉蟾蜍。洗净，挤取耳后腺及皮肤腺的白色浆液，加工，干燥。,分布于全国各地,孕妇慎用。外用时注意不可入目。,外用药
《神农本草经》,内服：煎汤，3～6g。外用：研末搐鼻或调搽。,本品呈长球形，中部略细，长0.7～1.2cm，直径0.5～0.7cm。表面红棕色或暗棕色，略皱缩，顶端有黄白色管状宿萼，基部有果柄痕。果皮薄，易破碎。种子6，扁圆形或三角状多面形，黑棕色或红棕色，外被黄白色膜质假种皮，胚乳灰白色。气香，味辛辣。,温；辛；归脾、肺经,燥湿散寒，醒脾消食。用于腕腹冷痛，食积胀满，呕吐泄泻，引酒过多。,Fructus Galangae,果实,红豆蔻,果实,红豆、红蔻、良姜子,HONG DOU KOU,,秋季果实变红时采收.除去杂质，阴干。,广东、广西、云南、台湾,阴虚有热者忌服。,化湿药
《神农本草经》,内服：煎汤，5～9g；或研末。外用：适量，煎水洗，捣敷或研末吹喉。,本品略呈灯笼状，多压扁，长3～4.5cm，宽2.5～4cm。表面橙红色或橙黄色，有5条明显纵棱，棱间有网状的细脉纹。顶端渐尖，微5裂，基部略平截，中心凹陷有果梗。体轻，质柔韧，中空，内有棕红色或橙红色果实。果实球形，多压扁，直径1～1.5cm，果皮皱缩，内含种子多数。气微，宿萼苦，果实味甘、微酸。,寒；苦；归肺经,清热解毒，利咽，化痰，利尿。用于咽痛音哑，痰热咳嗽，小便不利；外治天疱疮，湿疹。,Calyx seu Fructus Physalis,宿萼,锦灯笼,宿萼,酸浆实、金灯笼、天灯笼、挂金灯、红姑娘、鬼灯笼、灯笼果、天泡果、水辣子、野胡椒、包铃子,JIN DENG LONG,,11～12月间采挖。干燥。,吉林、河北、新疆、山东,脾虚泄泻者忌用。,清热药
《神农本草经》列为上品,内服：煎汤，3～10g；或入丸、散。外用：适量，煎水洗；或研末调敷。,北柴胡：呈圆柱形或长圆锥形，长6～15cm，直径0.3～0.8cm。根头膨大，顶端残留3～15个茎基或短纤维状叶基，下部分枝。表面黑褐色或浅棕色，具纵皱纹、支根痕及皮孔。质硬而韧，不易折断，断面显纤维性，皮部浅棕色，木部黄白色。气微香，味微苦。南柴胡：根较细，圆锥形，顶端有多数细毛状枯叶纤维，下部多不分枝或稍分枝。表面红棕色或黑棕色，靠近根头处多具细密环纹。质稍软，易折断，断面略平坦，不显纤维性。具败油气。,微寒；苦；归肝、胆经,和表解里，疏肝，升阳。用于感冒发热，寒热往来，胸胁胀痛，月经不调，子宫脱垂，脱肛。,Radix Bupleuri,根,柴胡,根,柴草、北柴胡、红柴胡、硬柴胡、软柴胡,CHAI HU,宜选土层深厚、疏松肥沃、排水良好的夹沙土或壤土种植为宜。盐碱地以及粘重排水不畅的地块不宜种植。用种子繁殖。可采用直播或育苗移栽。,播种后2～3年采挖。春、秋二季采挖。除去茎、叶及泥沙，干燥。,辽宁、甘肃、河北,真阴亏损、肝阳上亢及阴虚火旺者禁服。,解表药
《神农本草经》列为上品,内服：煎汤，3～10g；研末，每次1-1.5g；或入丸、散。,本品呈椭圆形或长条形，略扁，皱缩而稍弯曲，长3～15cm，宽1.5～6cm，厚0.5～2cm。表面黄白色至淡黄棕色，有纵皱纹及由潜伏芽排列而成的横环纹多轮，有时可见棕褐色菌索。顶端有红棕色至深棕色鹦嘴状的芽或残留茎基；另端有圆脐形疤痕。质坚硬，不易折断，断面较平坦，黄白色至淡棕色，角质样。气微，味甘。,平；甘；归肝经,平肝息风止痉。用于头痛眩晕，肢体麻木，小儿惊风，癫痫抽搐，破伤风。,Rhizoma Gastrodiae,块茎,天麻,块茎,鬼督邮、明天麻、水洋芋、冬彭,TIAN MA,天麻为无根、无叶绿素的寄生植物，块茎常年潜居于土中，不能自养生活，必须依靠密环菌菌丝取得营养，生长发育。种植宜选土层深厚、疏松肥沃、排水良好、富含腐殖质砂质壤土栽培。以无性繁殖为主，亦可有性繁殖。,冬春两季均可采挖。10月～11月采挖的为“冬麻”，体质坚实粗壮质量好，3－5月间采挖的为“春麻”体泡质松质量差。挖起后趁鲜洗去泥沙，再用谷壳加少量淘米水反复搓去块茎上的鳞片、粗皮等然后按大小分档，上笼,四川、云南、贵州,气血虚甚者慎服。,平肝息风药
《神农本草经》列为上品,内服：煎汤，10～15g；或熬膏；或入丸、散；或浸润后捣绞汁饮。外用：适量，捣敷。,鲜地黄:呈纺锤形或条状，长8～24cm，直径2～9cm。外皮薄，表面浅红黄色，具弯曲的纵皱纹、芽痕、横长皮孔及不规则疤痕。肉质，易断，断面皮部淡黄白色，可见橘红色油点，木部黄白色，导管呈放射状排列。气微，味微甜、微苦。生地黄：多呈不规则的团块状或长圆形，中间膨大，两端稍细，有的细小，长条状，稍扁而扭曲，长6～12cm，直径3～6cm。表面棕黑色或棕灰色，极皱缩，具不规则的横曲纹。体重，质较软而韧，不易折断，断面棕黑色或乌黑色，有光泽，具黏性。无臭，味微甜。,寒；甘、苦；归心、肝、肾经,鲜地黄：清热生津，凉血，止血。生地黄：清热凉血，养阴，升津。鲜地黄：用于热病伤阴，舌绛烦渴，发斑发疹，吐血，衄血，咽喉肿痛。咽喉肿痛。生地黄：用于热病舌绛烦渴，阴虚内热，骨蒸劳热，内热消渴，吐血，衄血，发斑发疹。,Radix Rehmanniae,根,地黄,根,生地、生地黄,DI HUANG,适应性强，喜温和干燥的气候和阳光充足的环境。忌积水；耐寒，宜选疏松肥沃、排水良好，腐殖质较厚的中性或微碱性的砂质壤土种植。忌连作。用根茎繁殖为主，亦可种子繁殖。,秋季采挖。除去芦头、须根及泥沙，鲜用；或将地黄缓缓烘焙至约八成干。前者习称“鲜地黄”，后者习称“生地黄”。,河南、河北、内蒙古,脾虚泄泻、胃寒食少、胸膈有痰者慎服。,清热药
《神农本草经》列为上品,内服：煎汤，10～30g（大剂量120g；或入丸、散、膏。,本品呈圆柱形，有的有分枝，上端较粗，长30～90cm，直径1～3.5cm。表面淡棕黄色或淡棕褐色，有不整齐的纵皱纹或纵沟。质硬而韧，不易折断，断面纤维性强，并显粉性，皮部黄白色，木部淡黄色，有放射状纹理及裂隙，老根中心偶有枯朽状，黑褐色或呈空洞。气微，味微甜，嚼之微有豆腥味。,微温；甘；归脾、肺经,补气固表，利尿托毒，排脓，敛疮生肌。用于气虚乏力，食少便溏，中气下陷，久泻脱肛，便血崩漏，表虚自汗，气虚水肿，痈疽难溃，久溃不敛，血虚痿黄，内热消渴；慢性肾炎蛋白尿，糖尿病。,Radix Astragali,根,黄芪,根,蜀脂、百本、王孙、百药绵、绵黄耆、黄耆、箭芪、独根,HUANG QI,选择土层深厚，富含腐殖质的肥沃的中性或微酸性砂质壤土栽种。用种子繁殖。,种后1～7年采收，春、秋二季采挖。切去根头，除去须根及泥土，晒至六至七成干时按大小捆成把，晒干。,内蒙古、山西、甘肃,表实邪盛、湿阻气滞、肠胃积滞、阴虚阳亢、痈疽初起或溃后热毒尚盛者，均禁服。,补益药
《神农本草经》列为上品,内服：煎汤，3～9g大剂量30～60g）。外用：适量，煎水洗渍；或研末敷。,甘草：根呈圆柱形，长25～lOOcm，直径0.6～3.5cm。外皮松紧不一。表面红棕色或灰棕色，具显著的纵皱纹、沟纹、皮孔及稀疏的细根痕。质坚实，断面略显纤维性，黄白色，粉性，形成层环明显，射线放射状，有的有裂隙。根茎呈圆柱形，表面有芽痕，断面中部有髓。气微，味甜而特殊。,平；甘；归心、肺、脾、胃经,补脾益气，清热解毒，祛痰止咳，缓急止痛，调和诸药。用于脾胃虚弱，倦怠乏力，心悸气短，咳嗽痰多，脘腹、四肢挛急疼痛，痈肿疮毒，缓解药物毒性、烈性。,Radix Glycyrrhizae,根及根茎,甘草,根及根茎,美草、密甘、密草、国老、粉草、甜草、甜根子、棒草,GAN CAO,喜阳光充沛，日照长，气温低的干燥气候。宜选土层深厚，排水良好的砂质壤土栽培。用种子或根茎繁殖，但以根茎繁殖生长快。,春秋两季均可采挖，以秋季产者为佳，体重实，粉性足。春季产者体轻松发糠、粉性小。挖取根部和根茎，趁鲜切去茎基、幼芽、支根及须根，再切成长段晒干。亦有将外面红色栓皮刮去者，称“粉甘草”。,内蒙古、山西、甘肃,不宜与京大戟、芫花、甘遂、海藻同用。,补益药
《神农本草经》列为上品,内服：煎汤，6～15g；或熬膏；或入丸、散。外用：适量，鲜品捣敷或捣烂绞汁涂。,本品呈长纺锤形，略弯曲，长5～18cm，直径0.5～2cm。表面黄白色至淡黄棕色，半透明，光滑或具深浅不等的纵皱纹，偶有残存的灰棕色外皮。质硬或柔润，有黏性，断面角质样，中柱黄白色。气微，味甜、微苦。,寒；甘、苦；归肺、肾经,"养阴润燥，清肺生津。用于肺燥干咳,顿咳痰黏，咽干口渴，肠燥便秘。",Radix Asparagi,块根,天冬,块根,天门冬、大当门根,TIAN DONG,喜温暖湿润的气候，不耐严寒，忌积水及干旱。块根发达，入土深达50CM。以选土层深厚、疏松肥沃、排水良好、腐殖质较厚的砂质壤土种植。在粘土或排水不良，以及瘠薄的地方不宜栽培。用种子繁殖或分株繁殖。,一般种植2～3年后即可采挖。除去须根及蔓茎、洗去泥土，蒸或煮至透心皮裂，剥去外皮，烘干。,贵州、四川、广州,虚寒泄泻及风寒咳嗽者禁服。,补益药
《神农本草经》列为上品,内服：煎汤，6～15g；或入丸、散、膏、酒剂。,本品呈类纺锤形或椭圆形，长6～20mm，直径3～10mm。表面红色或暗红色，顶端有小凸起状的花柱痕，基部有白色的果梗痕。果皮柔韧，皱缩；果肉肉质，柔润。种子20～50粒，类肾形，扁而翘，长1.5～1.9mm，宽1～1.7mm，表面浅黄色或棕黄色。气微，味甜。,平；甘；归肝、肾经,滋补肝肾，益精明目。用于虚劳精亏，腰膝酸痛，眩晕耳鸣，内热消渴，血虚萎黄，目昏不明。,Fructus Lycii,成熟果实,枸杞子,成熟果实,甜菜子、杞子、枸杞果、枸杞豆、地骨子,GOU QI ZI,适应性强，喜光照，耐寒、耐旱、怕积水。以肥沃、排水良好的中性或微酸的土壤栽培为宜。用种子或扦插繁殖。,夏、秋两季果实橙红色时采收，但夏果质量好于秋果的质量。采收后先放阴凉处晾至皮皱后，再暴晒至外皮干硬，果肉柔软时除去果柄，再晒干。,宁夏、甘肃,外感实热、脾虚泄泻者慎服。,补益药
《神农本草经》列为上品,内服：煎汤，6-12g，或入丸、散。,本品呈类球形、椭圆形或卵圆形，长2～7cm，直径2～6cm。表面黄白色或淡黄棕色，有不规则的横向环状浅沟纹及多数细小突起的须根痕，底部有的有瘤状芽痕。质坚实，断面黄白色，粉性，有多数细孔。气微，味微苦。,寒；甘，淡；归肾、膀胱经,利小便，清湿热。用于小便不利，水肿胀满，泄泻尿少，痰饮眩晕，热淋涩痛；高血脂。,Rhizoma Alismatis,块茎,泽泻,块茎,水泻、芒芋、泽芝、天鹅蛋、天秃,ZE XIE,一般选择沼泽或水田栽培为宜。对土壤要求含腐殖质丰富而稍带粘性的壤土或水稻土。沙土或冷水田不宜种植，忌连作。幼苗须荫蔽，畏强光直射。成株喜阳光，用种子繁殖。6月下旬至7月上旬间撒播。,冬季茎叶开始枯萎时采挖。洗净，干燥，除去须根及粗皮。,福建、四川、江西,肾虚精滑无湿热者禁服。,利水渗湿药
《神农本草经》列为上品,内服：煎汤，6～15g，或浸酒；或入丸、散。外用：适量，捣敷；或捣汁滴鼻；研末撒。,本品呈细长圆柱形，稍弯曲，上端稍粗，下端较细，长15～5090cm，直径0.4～lcm。表面灰黄色或淡棕色，有略扭曲而细微的纵皱纹、横长皮孔及稀疏的细根痕。质硬而脆，易折断，受潮则变柔软，断面平坦，黄棕色，微呈角质样而油润，中心维管束木部较大，黄白色，其外围散有多数点状维管束，排列成2～4轮。气微，味微甜而稍苦涩。,平；苦、甘、酸；归肝、肾经,补肝肾，强筋骨，逐瘀通经，引血下行。用于腰膝酸痛，筋骨无力，经闭瘢瘕，肝阳眩晕。,Radix Achyranthis Bidentatae,根,牛膝,根,百倍、怀牛膝、鸡胶骨,NIU XI,喜温暖干燥的气候，不耐严寒，因牛膝是深根植物，宜选土层深厚、疏松肥沃、排水良好、向阳处种植。在多雨湿润的环境，生长不良。用种子繁殖。,冬季茎叶枯萎后采挖根部。除去细根及泥土，理直根条，每十根扎成1把，晒至干皱后，用硫磺熏1～2次，削芦去尖，晒干。,牛膝：河南川牛膝：四川、贵州、云南,中气下陷，脾虚泄泻，下元不固，梦遗滑精，月经过多及孕妇禁服。,活血化瘀药
